Город,Штат,Округ,Индекс,Телефонный код,Часовой пояс,Широта,Долгота
Albuquerque,NM,Bernalillo,87190,505,MST,35.1076,-106.596
Albuquerque,NM,Bernalillo,87191,505,MST,35.1363,-106.52
Albuquerque,NM,Bernalillo,87192,505,MST,35.1018,-106.516
Albuquerque,NM,Bernalillo,87193,505,MST,35.1879,-106.686
Albuquerque,NM,Bernalillo,87194,505,MST,35.1042,-106.676
Albuquerque,NM,Bernalillo,87195,505,MST,35.0648,-106.674
Albuquerque,NM,Bernalillo,87196,505,MST,35.0806,-106.619
Albuquerque,NM,Bernalillo,87197,505,MST,35.1212,-106.646
Albuquerque,NM,Bernalillo,87198,505,MST,35.0844,-106.65
Albuquerque,NM,Bernalillo,87199,505,MST,35.1595,-106.578
Alburg,VT,Grand Isle,5440,802,EST,44.9621,-73.2742
Alburnett,IA,Linn,52202,319,CST,42.1562,-91.6329
Alburtis,PA,Lehigh,18011,610,EST,40.5122,-75.6037
Alcalde,NM,Rio Arriba,87511,505,MST,36.0889,-106.053
Alcester,SD,Union,57001,605,CST,43.025,-96.6219
Alco,AR,Stone,72610,870,CST,35.8939,-92.3841
Alcoa,TN,Blount,37701,865,EST,35.7841,-83.9811
Alcolu,SC,Clarendon,29001,803,EST,33.8596,-80.2123
Alcova,WY,Natrona,82620,307,MST,42.5274,-106.777
Alcove,NY,Albany,12007,518,EST,42.7486,-73.7981
Alda,NE,Hall,68810,308,CST,40.8742,-98.4546
Alden,NY,Erie,14004,716,EST,42.9006,-78.5245
Alden,MN,Freeborn,56009,507,CST,43.6707,-93.5726
Alden,IA,Hardin,50006,515,CST,42.5171,-93.3748
Alden,MI,Antrim,49612,231,EST,44.8941,-85.2651
Alden,KS,Rice,67512,620,CST,38.244,-98.3107
Alden,IL,McHenry,60001,815,CST,42.4589,-88.5178
Aldenville,PA,Wayne,18401,570,EST,41.635,-75.3648
Alder,MT,Madison,59710,406,MST,45.2864,-112.103
Alder Creek,NY,Oneida,13301,315,EST,43.417,-75.2141
Alderpoint,CA,Humboldt,95511,707,PST,40.1574,-123.585
Alderson,WV,Greenbrier,24910,304,EST,37.7322,-80.6606
Alderson,OK,Pittsburg,74522,918,CST,34.9007,-95.691
Aldie,VA,Loudoun,20105,703,EST,38.9543,-77.5979
Aldrich,MN,Wadena,56434,218,CST,46.4124,-94.9672
Aldrich,MO,Polk,65601,417,CST,37.5061,-93.5618
Aledo,IL,Mercer,61231,309,CST,41.2006,-90.7506
Aledo,TX,Parker,76008,817,CST,32.7018,-97.6264
Aleknagik,AK,Dillingham,99555,907,PST-1,59.324,-158.641
Aleppo,PA,Greene,15310,724,EST,39.8212,-80.4604
Alex,OK,Grady,73002,405,CST,34.9146,-97.7797
Alexander,NY,Genesee,14005,585,EST,42.9182,-78.2543
Alexander,NC,Buncombe,28701,828,EST,35.7065,-82.6394
Alexander,IA,Franklin,50420,641,CST,42.8197,-93.4391
Alexander,ND,McKenzie,58831,701,CST,47.8458,-103.645
Alexander,KS,Rush,67513,785,CST,38.4709,-99.5529
Alexander,IL,Morgan,62601,217,CST,39.7307,-90.0381
Alexander,AR,Saline,72002,501,CST,34.6342,-92.4833
Alexander City,AL,Tallapoosa,35010,256,CST,32.9134,-85.9384
Alexander City,AL,Tallapoosa,35011,256,CST,32.927,-85.934
Alexandria,VA,Fairfax,22307,703,EST,38.7707,-77.0631
Alexandria,VA,Fairfax,22308,703,EST,38.7289,-77.0571
Alexandria,VA,Fairfax,22309,703,EST,38.7224,-77.1094
Alexandria,VA,Fairfax,22310,703,EST,38.783,-77.12
Alexandria,VA,Alexandria City,22311,703,EST,38.8363,-77.128
Alexandria,VA,Fairfax,22312,703,EST,38.8199,-77.1517
Alexandria,VA,Alexandria City,22313,703,EST,38.7735,-77.1703
Alexandria,VA,Alexandria City,22314,703,EST,38.8019,-77.0508
Alexandria,VA,Fairfax,22315,703,EST,38.7845,-77.1252
Alexandria,VA,Alexandria City,22320,703,EST,38.8059,-77.0571
Alexandria,VA,Fairfax,22321,703,EST,38.821,-77.0862
Alexandria,VA,Alexandria City,22331,703,EST,38.8048,-77.0586
Alexandria,VA,Alexandria City,22332,703,EST,38.8048,-77.0586
Alexandria,VA,Alexandria City,22333,703,EST,38.8134,-77.1114
Alexandria,VA,Alexandria City,22334,703,EST,38.8054,-77.0592
Alexandria,VA,Alexandria City,22336,703,EST,38.8047,-77.0472
Alexandria,PA,Huntingdon,16611,814,EST,40.5557,-78.1016
Alexandria,VA,Alexandria City,22301,703,EST,38.8182,-77.0606
Alexandria,VA,Alexandria City,22302,703,EST,38.8282,-77.0855
Alexandria,VA,Fairfax,22303,703,EST,38.7913,-77.0801
Alexandria,VA,Alexandria City,22304,703,EST,38.8171,-77.1221
Alexandria,VA,Alexandria City,22305,703,EST,38.8357,-77.0655
Alexandria,VA,Fairfax,22306,703,EST,38.7587,-77.0881
Alexandria,OH,Licking,43001,740,EST,40.0924,-82.6078
Alexandria,AL,Calhoun,36250,256,CST,33.7665,-85.8951
Alexandria,TN,Dekalb,37012,615,CST,36.0768,-86.034
Alexandria,IN,Madison,46001,765,EST,40.2539,-85.6621
Alexandria,KY,Campbell,41001,859,EST,38.9158,-84.3957
Alexandria,MN,Douglas,56308,320,CST,45.8906,-95.368
Alexandria,MO,Clark,63430,660,CST,40.3576,-91.4587
Alexandria,SD,Hanson,57311,605,CST,43.6459,-97.7613
Alexandria,LA,Rapides,71301,318,CST,31.285,-92.4655
Alexandria,LA,Rapides,71302,318,CST,31.2654,-92.4142
Alexandria,LA,Rapides,71303,318,CST,31.3007,-92.5048
Alexandria,LA,Rapides,71306,318,CST,31.1957,-92.6741
Alexandria,NE,Thayer,68303,402,CST,40.2475,-97.3893
Alexandria,LA,Rapides,71307,318,CST,31.2856,-92.4507
Alexandria,LA,Rapides,71309,318,CST,31.2543,-92.4729
Alexandria,LA,Rapides,71315,318,CST,31.2543,-92.4729
Alexandria Bay,NY,Jefferson,13607,315,EST,44.3219,-75.9286
Alexis,NC,Gaston,28006,704,EST,35.3959,-81.1157
Alexis,IL,Mercer,61412,309,CST,41.0661,-90.5547
Alford,FL,Jackson,32420,850,CST,30.6421,-85.3794
Alfred,NY,Allegany,14802,607,EST,42.2536,-77.7859
Alfred,ME,York,4002,207,EST,43.4929,-70.6991
Alfred Station,NY,Allegany,14803,607,EST,42.2557,-77.7874
Alger,OH,Hardin,45812,419,EST,40.6966,-83.8227
Alger,MI,Arenac,48610,989,EST,44.1265,-84.0868
Algodones,NM,Sandoval,87001,505,MST,35.3796,-106.48
Algoma,MS,Pontotoc,38820,662,CST,34.1765,-88.9621
Algoma,WI,Kewaunee,54201,920,CST,44.65,-87.452
Algona,IA,Kossuth,50511,515,CST,43.0711,-94.2296
Algonac,MI,Saint Clair,48001,810,EST,42.6385,-82.5827
Algonquin,IL,McHenry,60102,847,CST,42.1708,-88.3187
Algonquin,IL,McHenry,60156,815,CST,42.1817,-88.3303
Alhambra,IL,Madison,62001,618,CST,38.8793,-89.7453
Alhambra,CA,Los Angeles,91801,626,PST,34.0899,-118.13
Alhambra,CA,Los Angeles,91802,626,PST,34.093,-118.125
Alhambra,CA,Los Angeles,91803,626,PST,34.0736,-118.145
Alhambra,CA,Los Angeles,91804,626,PST,34.0934,-118.126
Alhambra,CA,Los Angeles,91841,626,PST,34.093,-118.125
Alhambra,CA,Los Angeles,91896,626,PST,34.0914,-118.129
Alhambra,CA,Los Angeles,91899,626,PST,34.084,-118.135
Alice,TX,Jim Wells,78332,361,CST,27.7427,-98.0859
Alice,TX,Jim Wells,78333,361,CST,27.7451,-98.0759
Aliceville,AL,Pickens,35442,205,CST,33.1242,-88.1593
Alicia,AR,Lawrence,72410,870,CST,36.1251,-90.926
Alief,TX,Harris,77411,281,CST,29.7308,-95.5926
Aline,OK,Alfalfa,73716,580,CST,36.5117,-98.4515
Aliquippa,PA,Beaver,15001,724,EST,40.5866,-80.3107
Aliso Viejo,CA,Orange,92698,949,PST,33.6714,-117.839
Aliso Viejo,CA,Orange,92656,949,PST,33.5812,-117.723
Alix,AR,Franklin,72820,479,CST,35.5063,-93.8454
Alkol,WV,Lincoln,25501,304,EST,38.1706,-81.9981
Allakaket,AK,Yukon-Koyukuk,99720,907,PST-1,66.5451,-152.737
Allamuchy,NJ,Warren,7820,908,EST,40.9126,-74.8289
Allandale,FL,Volusia,32123,386,EST,29.1487,-81.0302
Allardt,TN,Fentress,38504,931,CST,36.3692,-84.8115
Alledonia,OH,Belmont,43902,614,EST,39.8805,-80.9919
Alleene,AR,Little River,71820,870,CST,33.77,-94.2603
Allegan,MI,Allegan,49010,269,EST,42.5311,-85.8692
Allegany,NY,Cattaraugus,14706,716,EST,42.1027,-78.4928
Allegany,OR,Coos,97407,541,PST,43.4259,-124.032
Alleghany,CA,Sierra,95910,530,PST,39.5362,-120.663
Allegre,KY,Todd,42203,270,CST,36.8894,-87.2044
Alleman,IA,Polk,50007,515,CST,41.8187,-93.6104
Allen,MD,Wicomico,21810,410,EST,38.2872,-75.6883
Allen,MI,Hillsdale,49227,517,EST,41.9515,-84.7692
Allen,KY,Floyd,41601,606,EST,37.6561,-82.7009
Allen,KS,Lyon,66833,620,CST,38.6415,-96.2536
Allen,SD,Bennett,57714,605,MST,43.3048,-101.912
Allen,NE,Dixon,68710,402,CST,42.4145,-96.8428
Allen,OK,Pontotoc,74825,580,CST,34.8778,-96.4143
Allen,TX,Collin,75002,972,CST,33.0871,-96.617
Allen,TX,Collin,75013,972,CST,33.1139,-96.6958
Allen Junction,WV,Wyoming,25810,304,EST,37.5892,-81.3508
Allen Park,MI,Wayne,48101,313,EST,42.2543,-83.2101
Allendale,NJ,Bergen,7401,201,EST,41.0325,-74.1345
Allendale,MI,Ottawa,49401,616,EST,42.9721,-85.9328
Allendale,MO,Worth,64420,660,CST,40.4855,-94.2883
Allendale,SC,Allendale,29810,803,EST,33.0074,-81.3075
Allendale,IL,Wabash,62410,618,CST,38.528,-87.7097
Allenhurst,GA,Liberty,31301,912,EST,31.7745,-81.5985
Allenhurst,NJ,Monmouth,7709,732,EST,40.236,-74.0025
Allenhurst,NJ,Monmouth,7711,732,EST,40.2367,-74.0054
Allenport,PA,Washington,15412,724,EST,40.0792,-79.8562
Allenspark,CO,Boulder,80510,303,MST,40.2197,-105.525
Allensville,KY,Todd,42204,270,CST,36.7048,-87.0499
Allensville,PA,Mifflin,17002,717,EST,40.6032,-77.7248
Allenton,MI,Saint Clair,48002,810,EST,42.9388,-82.9213
Allenton,MO,Saint Louis,63001,636,CST,38.4978,-90.6754
Allenton,WI,Washington,53002,262,CST,43.4564,-88.3564
Allentown,PA,Lehigh,18105,610,EST,40.5665,-75.5403
Allentown,PA,Lehigh,18109,610,EST,40.5826,-75.4718
Allentown,PA,Lehigh,18175,610,EST,40.605,-75.5385
Allentown,PA,Lehigh,18195,610,EST,40.582,-75.4718
Allentown,NJ,Monmouth,8501,609,EST,40.1341,-74.5973
Allentown,PA,Lehigh,18101,610,EST,40.6023,-75.4707
Allentown,PA,Lehigh,18102,610,EST,40.6074,-75.4788
Allentown,PA,Lehigh,18103,610,EST,40.5921,-75.4752
Allentown,PA,Lehigh,18104,610,EST,40.6026,-75.5301
Allentown,NY,Allegany,14707,585,EST,42.0884,-78.0618
Allentown,GA,Wilkinson,31003,478,EST,32.5977,-83.2232
Allenwood,NJ,Monmouth,8720,732,EST,40.1424,-74.1104
Allenwood,PA,Union,17810,570,EST,41.118,-77.0221
Allerton,IA,Wayne,50008,641,CST,40.6752,-93.3831
Allerton,IL,Vermilion,61810,217,CST,39.9118,-87.9352
Alleyton,TX,Colorado,78935,979,CST,29.7485,-96.4549
Allgood,AL,Blount,35013,205,CST,33.9657,-86.3799
Alliance,OH,Stark,44601,330,EST,40.9181,-81.1335
Alliance,NC,Pamlico,28509,252,EST,35.1464,-76.7989
Alliance,NE,Box Butte,69301,308,MST,42.1244,-102.896
Alligator,MS,Bolivar,38720,662,CST,34.1297,-90.7706
Allison,PA,Fayette,15413,724,EST,39.9838,-79.8815
Allison,IA,Butler,50602,319,CST,42.7602,-92.8004
Allison,TX,Wheeler,79003,806,CST,35.5472,-100.144
Allison Park,PA,Allegheny,15101,412,EST,40.5676,-79.9691
Allons,TN,Overton,38541,931,CST,36.4916,-85.3202
Allouez,MI,Keweenaw,49805,906,EST,47.2878,-88.4116
Alloway,NJ,Salem,8001,856,EST,39.5633,-75.3467
Alloy,WV,Fayette,25002,304,EST,38.1814,-81.3295
Allport,PA,Clearfield,16821,814,EST,40.9735,-78.2183
Allred,TN,Overton,38542,615,CST,36.368,-85.1964
Allston,MA,Suffolk,2134,617,EST,42.3584,-71.1318
Allyn,WA,Mason,98524,360,PST,47.3676,-122.863
Alma,NY,Allegany,14708,585,EST,42.0174,-78.0245
Alma,WV,Tyler,26320,304,EST,39.4197,-80.8233
Alma,GA,Bacon,31510,912,EST,31.541,-82.4637
Alma,AL,Clarke,36501,334,CST,31.4376,-87.7262
Alma,MO,Lafayette,64001,660,CST,39.1064,-93.5461
Alma,MI,Gratiot,48801,989,EST,43.3764,-84.6648
Alma,MI,Gratiot,48802,989,EST,43.3794,-84.6548
Alma,AR,Crawford,72921,479,CST,35.4882,-94.2274
Alma,IL,Marion,62807,618,CST,38.7356,-88.9199
Alma,CO,Park,80420,719,MST,39.2985,-106.065
Alma,NE,Harlan,68920,308,CST,40.1003,-99.3609
Alma,KS,Wabaunsee,66401,785,CST,38.9637,-96.2439
Alma,WI,Buffalo,54610,608,CST,44.3233,-91.913
Alma Center,WI,Jackson,54611,715,CST,44.4363,-90.9129
Almelund,MN,Chisago,55002,651,CST,45.4914,-92.7853
Almena,KS,Norton,67622,785,CST,39.8921,-99.7105
Almena,WI,Barron,54805,715,CST,45.4173,-92.0295
Almira,WA,Lincoln,99103,509,PST,47.7144,-118.939
Almo,KY,Calloway,42020,270,CST,36.6696,-88.3694
Almo,ID,Cassia,83312,208,MST,42.3103,-113.322
Almond,NY,Allegany,14804,607,EST,42.325,-77.8245
Almond,NC,Swain,28702,828,EST,35.389,-83.6336
Almond,WI,Portage,54909,715,CST,44.3003,-89.341
Almont,ND,Morton,58520,701,MST,46.6971,-101.541
Almont,MI,Lapeer,48003,810,EST,42.9258,-83.0426
Almont,CO,Gunnison,81210,970,MST,38.7541,-106.656
Almyra,AR,Arkansas,72003,870,CST,34.2977,-91.3453
Alna,ME,Lincoln,4535,207,EST,44.3359,-69.7452
Alorton,IL,Saint Clair,62207,618,CST,38.6094,-90.1547
Alpaugh,CA,Tulare,93201,559,PST,35.9595,-119.456
Alpena,MI,Alpena,49707,989,EST,45.0727,-83.4788
Alpena,SD,Jerauld,57312,605,CST,44.154,-98.4513
Alpena,AR,Boone,72611,870,CST,36.2989,-93.2708
Alpha,KY,Clinton,42603,606,CST,36.7807,-85.085
Alpha,OH,Greene,45301,937,EST,39.7086,-84.019
Alpha,MI,Iron,49902,906,CST,46.015,-88.3052
Alpha,MN,Jackson,56111,507,CST,43.5874,-94.9142
Alpha,IL,Henry,61413,309,CST,41.1919,-90.3769
Alpharetta,GA,Fulton,30004,770,EST,34.1222,-84.2975
Alpharetta,GA,Fulton,30005,770,EST,34.0791,-84.2039
Alpharetta,GA,Fulton,30009,770,EST,34.0994,-84.2584
Alpharetta,GA,Fulton,30022,770,EST,34.0299,-84.2425
Alpharetta,GA,Fulton,30023,770,EST,34.0689,-84.272
Alpine,NY,Schuyler,14805,607,EST,42.3638,-76.7319
Alpine,NJ,Bergen,7620,201,EST,40.957,-73.9269
Alpine,TN,Overton,38543,931,CST,36.366,-85.1491
Alpine,AL,Talladega,35014,256,CST,33.3303,-86.1849
Alpine,WY,Lincoln,83128,307,MST,43.1218,-111.023
Alpine,CA,San Diego,91901,619,PST,32.8288,-116.755
Alpine,CA,San Diego,91903,619,PST,32.835,-116.766
Alpine,AR,Clark,71920,501,CST,34.2289,-93.3789
Alpine,TX,Brewster,79830,915,CST,30.3483,-103.658
Alpine,TX,Brewster,79831,915,CST,30.3659,-103.667
Alpine,TX,Brewster,79832,915,CST,30.3636,-103.672
Alpine,AZ,Apache,85920,928,MST,33.8182,-109.202
Alpine,UT,Utah,84004,801,MST,40.458,-111.769
Alsea,OR,Benton,97324,541,PST,44.3661,-123.614
Alsen,ND,Cavalier,58311,701,CST,48.6322,-98.5889
Alsey,IL,Scott,62610,217,CST,39.56,-90.435
Alsip,IL,Cook,60803,708,CST,41.6692,-87.7369
Alstead,NH,Cheshire,3602,603,EST,43.1269,-72.3137
Alston,GA,Montgomery,30412,912,EST,32.0805,-82.4796
Alta,IA,Buena Vista,51002,712,CST,42.6707,-95.3043
Alta,WY,Teton,83414,307,,43.7364,-111.223
Alta,CA,Placer,95701,530,PST,39.2138,-120.8
Alta Loma,CA,San Bernardino,91701,909,PST,34.1555,-117.59
Alta Loma,CA,San Bernardino,91737,909,PST,34.1516,-117.582
Alta Vista,IA,Chickasaw,50603,641,CST,43.148,-92.4358
Alta Vista,KS,Wabaunsee,66834,785,CST,38.8688,-96.487
Altadena,CA,Los Angeles,91003,626,PST,34.1848,-118.131
Altadena,CA,Los Angeles,91001,626,PST,34.1918,-118.139
Altair,TX,Colorado,77412,979,CST,29.6401,-96.5119
Altamahaw,NC,Alamance,27202,336,EST,36.1865,-79.506
Altamont,NY,Albany,12009,518,EST,42.7031,-74.0287
Altamont,MO,Daviess,64620,660,CST,39.9324,-94.0776
Altamont,KS,Labette,67330,620,CST,37.1975,-95.3046
Altamont,TN,Grundy,37301,931,CST,35.4167,-85.7975
Altamont,IL,Effingham,62411,618,CST,39.0843,-88.7486
Altamont,UT,Duchesne,84001,435,MST,40.4015,-110.468
Altamonte Springs,FL,Seminole,32701,407,EST,28.6657,-81.3701
Altamonte Springs,FL,Seminole,32714,407,EST,28.6642,-81.4118
Altamonte Springs,FL,Seminole,32715,407,EST,28.6656,-81.3584
Altamonte Springs,FL,Seminole,32716,407,EST,28.666,-81.4028
Altavista,VA,Campbell,24517,434,EST,37.1199,-79.2923
Altenburg,MO,Perry,63732,573,CST,37.5237,-89.5973
Altha,FL,Calhoun,32421,850,CST,30.5192,-85.2127
Altheimer,AR,Jefferson,72004,870,CST,34.3199,-91.8437
Altmar,NY,Oswego,13302,315,EST,43.5055,-75.9911
Alto,GA,Habersham,30510,706,EST,34.4326,-83.6395
Alto,GA,Habersham,30596,706,EST,34.4674,-83.5745
Alto,MI,Kent,49302,616,EST,42.8329,-85.4224
Alto,TX,Cherokee,75925,936,CST,31.6421,-95.0871
Alto,NM,Lincoln,88312,505,MST,33.3963,-105.667
Alto Pass,IL,Union,62905,618,CST,37.5563,-89.3389
Alton,NH,Belknap,3809,603,EST,43.4742,-71.2411
Alton,VA,Halifax,24520,434,EST,36.7137,-78.8501
Alton,OH,Franklin,43119,614,EST,39.9367,-83.1944
Alton,NY,Wayne,14413,315,EST,43.2108,-76.982
Alton,AL,Jefferson,35015,205,CST,33.5792,-86.6375
Alton,IL,Madison,62002,618,CST,38.9056,-90.1653
Alton,IA,Sioux,51003,712,CST,42.9869,-96.0109
Alton,KS,Osborne,67623,785,CST,39.457,-98.9552
Alton,UT,Kane,84710,435,MST,37.4755,-112.584
Alton,MO,Oregon,65606,417,CST,36.7086,-91.3674
Alton Bay,NH,Belknap,3810,603,EST,43.4823,-71.2479
Altona,NY,Clinton,12910,518,EST,44.8577,-73.6795
Altona,IL,Knox,61414,309,CST,41.1141,-90.1639
Altonah,UT,Duchesne,84002,435,MST,40.4652,-110.466
Altoona,PA,Blair,16601,814,EST,40.5186,-78.4057
Altoona,PA,Blair,16602,814,EST,40.5015,-78.3874
Altoona,PA,Blair,16603,814,EST,40.5153,-78.3771
Altoona,FL,Lake,32702,352,EST,29.0131,-81.6233
Altoona,AL,Etowah,35952,205,CST,34.026,-86.2993
Altoona,IA,Polk,50009,515,CST,41.6475,-93.4713
Altoona,KS,Wilson,66710,620,CST,37.5216,-95.6611
Altoona,WI,Eau Claire,54720,715,CST,44.8023,-91.4358
Altura,MN,Winona,55910,507,CST,44.1313,-91.9207
Alturas,FL,Polk,33820,863,EST,27.8616,-81.7113
Alturas,CA,Modoc,96101,530,PST,41.5137,-120.55
Altus,AR,Franklin,72821,479,CST,35.4033,-93.8088
Altus,OK,Jackson,73521,580,CST,34.6442,-99.325
Altus,OK,Jackson,73522,580,CST,34.6473,-99.3367
Altus,OK,Jackson,73523,580,CST,34.6381,-99.3336
Alum Bank,PA,Bedford,15521,814,EST,40.1936,-78.6295
Alum Bridge,WV,Lewis,26321,304,EST,39.0469,-80.698
Alum Creek,WV,Kanawha,25003,304,EST,38.2601,-81.7922
Alva,FL,Lee,33920,239,EST,26.7078,-81.6324
Alva,WY,Crook,82711,307,MST,44.6947,-104.441
Alva,OK,Woods,73717,580,CST,36.7981,-98.6923
Alvada,OH,Seneca,44802,419,EST,41.0388,-83.4476
Alvadore,OR,Lane,97409,541,PST,44.1282,-123.265
Alvarado,MN,Marshall,56710,218,CST,48.2278,-96.9558
Alvarado,TX,Johnson,76009,817,CST,32.4307,-97.1945
Alvaton,KY,Warren,42122,270,CST,36.8678,-86.3607
Alverda,PA,Indiana,15710,814,EST,40.6303,-78.8572
Alverton,PA,Westmoreland,15612,724,EST,40.129,-79.5637
Alvin,IL,Vermilion,61811,217,CST,40.3102,-87.6063
Alvin,TX,Brazoria,77511,281,CST,29.4,-95.2394
Alvin,TX,Brazoria,77512,281,CST,29.4222,-95.2468
Alviso,CA,Santa Clara,95002,408,PST,37.4268,-121.97
Alvo,NE,Cass,68304,402,CST,40.8717,-96.3848
Alvord,IA,Lyon,51230,712,CST,43.3038,-96.2824
Alvord,TX,Wise,76225,940,CST,33.36,-97.6945
Alvordton,OH,Williams,43501,419,EST,41.6456,-84.4494
Alzada,MT,Carter,59311,406,MST,45.1835,-104.25
Ama,LA,Saint Charles,70031,985,CST,29.8549,-90.2978
Amado,AZ,Santa Cruz,85640,520,MST,31.7078,-111.064
Amado,AZ,Santa Cruz,85645,520,MST,31.6895,-111.079
Amador City,CA,Amador,95601,209,PST,38.4237,-120.828
Amagansett,NY,Suffolk,11930,631,EST,40.9754,-72.1336
Amagon,AR,Jackson,72005,870,CST,35.5556,-91.0856
Amalia,NM,Taos,87512,505,MST,36.8025,-105.585
Amana,IA,Iowa,52203,319,CST,41.8497,-91.853
Amana,IA,Iowa,52204,319,CST,41.8,-91.8705
Amanda,OH,Fairfield,43102,740,EST,39.641,-82.7607
Amanda Park,WA,Grays Harbor,98526,360,PST,47.4309,-124.021
Amargosa Valley,NV,Nye,89020,775,PST,37.0575,-116.373
Amarillo,TX,Potter,79101,806,CST,35.2056,-101.836
Amarillo,TX,Potter,79102,806,CST,35.2001,-101.843
Amarillo,TX,Potter,79103,806,CST,35.1871,-101.805
Amarillo,TX,Potter,79104,806,CST,35.2,-101.789
Amarillo,TX,Potter,79105,806,CST,35.064,-101.785
Amarillo,TX,Potter,79106,806,CST,35.2113,-101.9
Amarillo,TX,Potter,79107,806,CST,35.2284,-101.809
Amarillo,TX,Potter,79108,806,CST,35.2776,-101.833
Amarillo,TX,Randall,79109,806,CST,35.1621,-101.89
Amarillo,TX,Randall,79110,806,CST,35.1517,-101.871
Amarillo,TX,Potter,79111,806,CST,35.2178,-101.69
Amarillo,TX,Randall,79114,806,CST,35.1637,-101.882
Amarillo,TX,Potter,79116,806,CST,35.2138,-101.883
Amarillo,TX,Potter,79117,806,CST,35.2224,-101.812
Amarillo,TX,Randall,79118,806,CST,35.0664,-101.85
Amarillo,TX,Randall,79119,806,CST,35.0688,-101.925
Amarillo,TX,Potter,79120,806,CST,35.1956,-101.76
Amarillo,TX,Randall,79121,806,CST,35.1727,-101.931
Amarillo,TX,Potter,79123,806,CST,35.1929,-101.8
Amarillo,TX,Potter,79124,806,CST,35.25,-101.909
Amarillo,TX,Potter,79159,806,CST,35.2355,-102.035
Amarillo,TX,Potter,79163,806,CST,35.1887,-101.817
Amarillo,TX,Potter,79165,806,CST,35.2064,-101.84
Amarillo,TX,Potter,79166,806,CST,35.204,-101.832
Amarillo,TX,Potter,79167,806,CST,35.2219,-101.831
Amarillo,TX,Potter,79168,806,CST,35.155,-101.799
Amarillo,TX,Potter,79170,806,CST,35.2079,-101.838
Amarillo,TX,Potter,79171,806,CST,35.1541,-102.019
Amarillo,TX,Potter,79172,806,CST,35.204,-101.832
Amarillo,TX,Potter,79174,806,CST,35.204,-101.832
Amarillo,TX,Potter,79175,806,CST,35.2021,-102.002
Amarillo,TX,Potter,79178,806,CST,35.188,-101.847
Amarillo,TX,Potter,79180,806,CST,35.2064,-101.836
Amarillo,TX,Potter,79181,806,CST,35.2095,-101.836
Amarillo,TX,Potter,79182,806,CST,35.2219,-101.831
Amarillo,TX,Potter,79184,806,CST,35.2043,-101.836
Amarillo,TX,Potter,79185,806,CST,35.0832,-101.92
Amarillo,TX,Potter,79186,806,CST,35.204,-101.832
Amarillo,TX,Potter,79187,806,CST,35.2679,-101.717
Amarillo,TX,Potter,79189,806,CST,35.2025,-101.819
Amasa,MI,Iron,49903,906,CST,46.2374,-88.4436
Amawalk,NY,Westchester,10501,914,EST,41.2934,-73.7632
Amazonia,MO,Andrew,64421,816,CST,39.9115,-94.9253
Amber,OK,Grady,73004,405,CST,35.1311,-97.7882
Amberg,WI,Marinette,54102,715,CST,45.4971,-87.9325
Amberson,PA,Franklin,17210,717,EST,40.1945,-77.654
Ambia,IN,Benton,47917,765,EST,40.4659,-87.4631
Ambler,PA,Montgomery,19002,215,EST,40.1908,-75.2066
Ambler,AK,Northwest Arctic,99786,907,PST-1,67.6628,-156.867
Amboy,MN,Blue Earth,56010,507,CST,43.8869,-94.1587
Amboy,IN,Miami,46911,765,EST,40.6166,-85.9404
Amboy,IL,Lee,61310,815,CST,41.7037,-89.3421
Amboy,WA,Clark,98601,360,PST,45.8621,-122.504
Amboy,CA,San Bernardino,92304,760,PST,34.6055,-115.87
Ambridge,PA,Beaver,15003,724,EST,40.6031,-80.2105
Ambrose,GA,Coffee,31512,912,EST,31.5111,-83.0141
Ambrose,ND,Divide,58833,701,CST,48.7891,-103.723
Ameagle,WV,Raleigh,25004,304,EST,37.7843,-81.1187
Amelia,OH,Clermont,45102,513,EST,39.0222,-84.2256
Amelia,NE,Holt,68711,402,CST,42.5572,-99.0338
Amelia,LA,Saint Mary,70340,985,CST,29.6958,-91.276
Amelia Court House,VA,Amelia,23002,804,EST,37.391,-77.9047
Amenia,NY,Dutchess,12501,845,EST,41.8492,-73.5397
Amenia,ND,Cass,58004,701,CST,47.0202,-97.25
American Canyon,CA,Napa,94503,707,PST,38.1714,-122.25
American Falls,ID,Power,83211,208,MST,42.752,-112.965
American Fork,UT,Utah,84003,801,MST,40.4192,-111.565
Americus,GA,Sumter,31709,229,EST,32.0738,-84.2255
Americus,GA,Sumter,31710,229,EST,32.0721,-84.2269
Americus,GA,Sumter,31719,229,,32.0738,-84.2255
Americus,KS,Lyon,66835,620,CST,38.5065,-96.2604
Amery,WI,Polk,54001,715,CST,45.3624,-92.357
Ames,IA,Story,50010,515,CST,42.0275,-93.6369
Ames,IA,Story,50011,515,CST,42.0227,-93.6425
Ames,IA,Story,50012,515,CST,42.0227,-93.6494
Ames,IA,Story,50013,515,CST,42.0196,-93.6448
Ames,IA,Story,50014,515,CST,42.0246,-93.664
Ames,NE,Dodge,68621,402,CST,41.4598,-96.6379
Ames,OK,Major,73718,580,CST,36.2301,-98.181
Amesbury,MA,Essex,1913,978,EST,42.854,-70.9376
Amesville,OH,Athens,45711,740,EST,39.4141,-81.9415
Amesville,OH,Athens,45777,740,EST,39.4006,-81.9558
AMF O'hare,IL,Cook,60666,773,CST,41.9747,-87.8968
